start_time,finish_time,experiment_item,parameter_configuration_number,parameter_configuration_file_name,stl_requirement,runaway_min_robustness,runaway_max_robustness,runaway_average_robustness,runaway_cumulative_robustness,boundary_min_robustness,boundary_max_robustness,boundary_average_robustness,boundary_cumulative_robustness,avg_resolution_time,avg_cycle_time,resolution_time_percentage,max_runaway_requirement_weakening_parameter,min_runaway_requirement_weakening_parameter,average_runaway_requirement_weakening_parameter,cumulative_runaway_requirement_weakening_parameter,max_boundary_requirement_weakening_parameter,min_boundary_requirement_weakening_parameter,average_boundary_requirement_weakening_parameter,cumulative_boundary_requirement_weakening_parameter,total_resolution_count,resolution_success_count,resolution_failure_count,resolution_success_percentage,runaway_activated_count,boundary_activated_count,follower_caught_ego_count,mission_waypoints_completed_count,EGO_AVOID_SPEED,EGO_BOUND_ENFORCER_SPEED,EGO_DRONE_MAX_SPEED,FOLLOWER_DRONE_MAX_SPEED,EGO_DRONE_START_LOCATION_NORTH,EGO_DRONE_START_LOCATION_EAST,RESOLVER,MAX_EGO_DRONE_CYCLE,STL_BOUNDARY_ORIGINAL_REQUIREMENT_FILE_PATH,STL_RUNAWAY_ORIGINAL_REQUIREMENT_FILE_PATH,MAIN_STL_FILE_FOR_RESOLVER,STL_BOUNDARY_REQUIREMENT_SIGNAL_LENGTH,STL_RUNAWAY_REQUIREMENT_SIGNAL_LENGTH
09-26-2022_06-25-25,09-26-2022_06-27-20,PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config/config_62.ini,,-10,33,5.969849246,1188,-16,15,1,199,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,52,60,28,5,12,9,6,11,13,-4,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_06-30-08,09-26-2022_06-32-05,PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config/config_63.ini,,-9,51,3.175879397,632,-29,17,-2.16080402,-430,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,82,51,15,2,9,9,3,7,9,-12,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_06-58-06,09-26-2022_07-00-01,PRIORITY - RUNAWAY,7,experiments/config/bound_run/randomized_config/config_67.ini,,-10,34,5.105527638,1016,-63,17,-3.547738693,-706,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,72,58,29,2,10,9,4,9,11,19,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_07-10-34,09-26-2022_07-12-30,PRIORITY - RUNAWAY,9,experiments/config/bound_run/randomized_config/config_69.ini,,-9,57,5.125628141,1020,-15,18,2.371859296,472,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,100,34,18,1,6,9,2,4,0,11,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_07-38-36,09-26-2022_07-40-32,PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config/config_73.ini,,-9,74,12.71356784,2530,-20,19,3.105527638,618,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,50,33,20,1,11,9,2,3,-15,-2,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_07-46-25,09-26-2022_07-48-22,PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config/config_74.ini,,-9,50,6.155778894,1225,-35,17,-5.487437186,-1092,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,61,76,13,4,10,9,5,8,7,-20,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_07-51-08,09-26-2022_07-53-05,PRIORITY - RUNAWAY,5,experiments/config/bound_run/randomized_config/config_75.ini,,-9,41,8.391959799,1670,-14,17,1.286432161,256,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,46,66,28,5,13,9,8,10,6,-18,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_07-55-57,09-26-2022_07-57-54,PRIORITY - BOUNDARY,6,experiments/config/bound_run/randomized_config/config_76.ini,,-10,50,3.884422111,773,-14,19,3.065326633,610,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,52,62,29,2,10,9,3,8,-5,-13,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_08-00-45,09-26-2022_08-02-43,PRIORITY - BOUNDARY,7,experiments/config/bound_run/randomized_config/config_77.ini,,-9,57,3.477386935,692,-8,18,4.145728643,825,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,68,51,29,2,7,9,4,6,20,-9,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_08-13-19,09-26-2022_08-15-16,PRIORITY - BOUNDARY,9,experiments/config/bound_run/randomized_config/config_79.ini,,-9,38,11.01507538,2192,-9,17,2.27638191,453,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,32,76,24,9,14,9,9,11,0,-19,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_08-46-06,09-26-2022_08-48-02,PRIORITY - BOUNDARY,4,experiments/config/bound_run/randomized_config/config_84.ini,,-8,61,8.010050251,1594,-12,18,5.195979899,1034,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,49,39,20,1,14,9,2,4,3,0,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-06-23,09-26-2022_09-08-19,PRIORITY - BOUNDARY,7,experiments/config/bound_run/randomized_config/config_87.ini,,-10,32,6.211055276,1236,-12,15,3.055276382,608,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,33,60,24,7,12,9,6,11,13,-4,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-11-06,09-26-2022_09-13-04,PRIORITY - BOUNDARY,8,experiments/config/bound_run/randomized_config/config_88.ini,,-10,52,2.984924623,594,-10,18,5.24120603,1043,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,72,41,30,2,9,9,3,7,9,-12,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-15-56,09-26-2022_09-17-53,PRIORITY - BOUNDARY,9,experiments/config/bound_run/randomized_config/config_89.ini,,-9,71,5.346733668,1064,-6,18,4.959798995,987,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,63,42,23,3,8,9,3,4,10,-14,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-20-44,09-26-2022_09-22-41,PRIORITY - BOUNDARY,0,experiments/config/bound_run/randomized_config/config_90.ini,,-9,71,6.361809045,1266,-6,19,5.432160804,1081,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,67,35,22,1,8,9,2,4,4,-15,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-25-33,09-26-2022_09-27-30,PRIORITY - BOUNDARY,1,experiments/config/bound_run/randomized_config/config_91.ini,,-7,81,13.15577889,2618,-3,15,4.623115578,920,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,68,19,14,2,4,9,1,2,5,-10,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-30-19,09-26-2022_09-32-16,PRIORITY - BOUNDARY,2,experiments/config/bound_run/randomized_config/config_92.ini,,-10,32,4.331658291,862,-8,16,4.206030151,837,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,51,50,31,3,10,9,4,9,11,19,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-35-06,09-26-2022_09-37-01,PRIORITY - BOUNDARY,3,experiments/config/bound_run/randomized_config/config_93.ini,,-10,41,7.703517588,1533,-14,18,2.492462312,496,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,36,74,26,4,12,9,8,11,-5,-15,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-39-47,09-26-2022_09-41-44,PRIORITY - BOUNDARY,4,experiments/config/bound_run/randomized_config/config_94.ini,,-10,56,5.366834171,1068,-7,17,6.015075377,1197,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,72,30,26,1,6,9,2,4,0,11,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_23-08-25,09-27-2022_23-10-21,PRIORITY - BOUNDARY,5,experiments/config/bound_run/randomized_config/config_95.ini,,-10,35,4.849246231,965,-10,19,3.055276382,608,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,37,69,13,6,12,9,7,10,18,-12,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_22-34-53,09-27-2022_22-36-49,PRIORITY - BOUNDARY,6,experiments/config/bound_run/randomized_config/config_96.ini,,-9,75,7.914572864,1575,-6,18,6.56281407,1306,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,73,30,26,1,5,9,1,3,-5,-15,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_10-04-51,09-26-2022_10-06-48,PRIORITY - BOUNDARY,8,experiments/config/bound_run/randomized_config/config_98.ini,,-9,71,11.90954774,2370,-15,19,5.115577889,1018,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,44,36,18,1,11,9,2,3,-15,-2,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_10-09-39,09-26-2022_10-11-35,PRIORITY - BOUNDARY,9,experiments/config/bound_run/randomized_config/config_99.ini,,-9,51,3.150753769,627,-12,18,2.75879397,549,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,59,68,31,1,10,9,5,8,7,-20,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_15-34-21,09-26-2022_15-36-16,PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config/config_100.ini,,-10,41,6.51758794,1297,-19,18,0.261306533,52,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,47,74,35,4,13,9,8,10,6,-18,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_15-43-36,09-26-2022_15-45-33,WEAKENING - PRIORITY - RUNAWAY,1,experiments/config/bound_run/randomized_config/config_101.ini,,44,97,71.23232323,14104,8,20,12.42424242,2460,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,0,36,0,7,10,9,3,8,-5,-13,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_20-12-56,09-26-2022_20-15-03,WEAKENING - PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config/config_102.ini,,-8,58,4.126262626,817,-20,27,10.03535354,1987,0.33803125,0.9199375,36.74502344,6.074543145,0,1.584175428,23.76263143,8.186103917,0,1.671640399,25.07460599,32,15,17,46.875,68,42,33,4,7,9,4,6,20,-9,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_20-18-59,09-26-2022_20-21-01,WEAKENING - PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config/config_103.ini,,-7,58,7.929292929,1570,-29,27,11.24242424,2226,0.3570625,0.93825,38.05622169,3.481613597,-1.49E-12,0.93687173,9.3687173,3.650618052,0,0.365061805,3.650618052,16,10,6,62.5,47,55,33,6,8,9,6,7,-7,17,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_20-49-24,09-26-2022_20-51-24,WEAKENING - PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config/config_104.ini,,-5,40,8.666666667,1716,0,27,11.93939394,2364,0.350090909,0.930545455,37.62211801,1.88725662,-7.11E-15,0.36384693,2.18308158,0,0,0,0,11,6,5,54.54545455,34,68,31,8,14,9,9,11,0,-19,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_20-54-07,09-26-2022_20-56-09,WEAKENING - PRIORITY - RUNAWAY,5,experiments/config/bound_run/randomized_config/config_105.ini,,-2,39,13.00505051,2575,-5,26,9.51010101,1883,0.3555,0.92845,38.28962249,1.965486195,-2.66E-15,0.420099649,5.461295432,0.089402653,0,0.006877127,0.089402653,20,13,7,65,14,84,23,9,14,9,11,12,-15,14,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_20-59-05,09-26-2022_21-01-05,WEAKENING - PRIORITY - RUNAWAY,6,experiments/config/bound_run/randomized_config/config_106.ini,,-7,54,6.727272727,1332,-11,29,12.22222222,2420,0.372416667,0.945,39.40917108,1.707196584,-2.66E-15,0.515262924,5.667892166,9.55E-13,-2.84E-14,8.39E-14,9.23E-13,12,11,1,91.66666667,47,56,29,1,13,9,3,5,-1,5,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_21-52-20,09-26-2022_21-54-20,WEAKENING - PRIORITY - RUNAWAY,7,experiments/config/bound_run/randomized_config/config_107.ini,,-7,61,7.267676768,1439,2,28,13.2979798,2633,0.497875,1.076125,46.26553607,1.751206848,0,1.03961899,7.277332928,0,0,0,0,8,7,1,87.5,43,51,40,5,10,9,6,9,-7,-14,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_21-57-26,09-26-2022_21-59-28,WEAKENING - PRIORITY - RUNAWAY,8,experiments/config/bound_run/randomized_config/config_108.ini,,-8,61,5.974747475,1183,-5,26,13.2020202,2614,0.4222,0.9975,42.32581454,3.689769642,-8.88E-16,1.052195075,9.469755677,0.90047631,0,0.100052923,0.90047631,10,9,1,90,40,43,13,6,12,9,5,6,11,-18,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_22-03-34,09-26-2022_22-05-36,WEAKENING - PRIORITY - RUNAWAY,9,experiments/config/bound_run/randomized_config/config_109.ini,,-6,63,8.595959596,1702,-9,28,13.56565657,2686,0.434769231,1.004307692,43.29044118,2.094371643,-2.22E-16,0.354109893,4.249318718,3.537876396,0,0.294823033,3.537876396,13,12,1,92.30769231,44,32,28,1,14,9,2,4,3,0,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_22-13-13,09-26-2022_22-15-14,WEAKENING - PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config/config_110.ini,,-6,35,7.404040404,1466,0,28,12.05050505,2386,0.28,0.864357143,32.39401702,2.015730221,0,0.403146044,2.015730221,0,0,0,0,14,5,9,35.71428571,34,60,26,8,14,9,8,13,-3,7,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_22-19-11,09-26-2022_22-21-15,WEAKENING - PRIORITY - RUNAWAY,1,experiments/config/bound_run/randomized_config/config_111.ini,,-6,39,10.54040404,2087,-16,26,7.707070707,1526,0.32775,0.91175,35.94735399,2.42921439,-2.66E-15,0.545518093,6.000699028,1.41E-04,0,1.29E-05,1.41E-04,24,11,13,45.83333333,21,86,22,9,14,9,11,12,-16,-15,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_22-23-57,09-26-2022_22-25-57,WEAKENING - PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config/config_112.ini,,-6,33,7.898989899,1564,-31,27,11.13131313,2204,0.278692308,0.872153846,31.95448933,1.374740978,-1.60E-12,0.371915772,1.487663087,0,-7.11E-15,-1.78E-15,-7.11E-15,13,4,9,30.76923077,40,49,31,6,12,9,6,11,13,-4,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_22-46-41,09-26-2022_22-48-41,WEAKENING - PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config/config_113.ini,,-7,52,3.994949495,791,-10,26,13.1969697,2613,0.305666667,0.882666667,34.62990937,2.721778834,0,0.600921148,3.605526889,3.73E-14,0,6.22E-15,3.73E-14,12,6,6,50,70,47,23,2,9,9,3,7,9,-12,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_22-51-28,09-26-2022_22-53-29,WEAKENING - PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config/config_114.ini,,-7,72,6.368686869,1261,-7,27,13.06060606,2586,0.432833333,1.007666667,42.95401919,5.702539105,-3.02E-14,2.430696538,24.30696538,3.300653074,-5.19E-13,0.617809571,6.178095707,12,10,2,83.33333333,61,35,20,3,8,9,3,4,10,-14,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_23-02-59,09-26-2022_23-05-01,WEAKENING - PRIORITY - RUNAWAY,5,experiments/config/bound_run/randomized_config/config_115.ini,,-8,71,6.782828283,1343,-1,28,14.24242424,2820,0.431923077,0.994307692,43.43957914,4.515020509,0,1.650788269,19.80945922,0,-3.55E-15,-5.18E-16,-6.22E-15,13,12,1,92.30769231,60,35,19,2,8,9,2,4,4,-15,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
